RECORD,r1,r2,r3,r4,r5,r6,r7,r8,r9,r1inv,r2inv,r3inv,r4inv,r5inv,r6inv,r7inv,r8inv,r9inv,r1_zip5,r2_zip5,r3_zip5,r4_zip5,r5_zip5,r6_zip5,r7_zip5,r8_zip5,r9_zip5,r1inv_zip5,r2inv_zip5,r3inv_zip5,r4inv_zip5,r5inv_zip5,r6inv_zip5,r7inv_zip5,r8inv_zip5,r9inv_zip5,r1_zip3,r2_zip3,r3_zip3,r4_zip3,r5_zip3,r6_zip3,r7_zip3,r8_zip3,r9_zip3,r1inv_zip3,r2inv_zip3,r3inv_zip3,r4inv_zip3,r5inv_zip3,r6inv_zip3,r7inv_zip3,r8inv_zip3,r9inv_zip3,r1_taxclass,r2_taxclass,r3_taxclass,r4_taxclass,r5_taxclass,r6_taxclass,r7_taxclass,r8_taxclass,r9_taxclass,r1inv_taxclass,r2inv_taxclass,r3inv_taxclass,r4inv_taxclass,r5inv_taxclass,r6inv_taxclass,r7inv_taxclass,r8inv_taxclass,r9inv_taxclass,r1_boro,r2_boro,r3_boro,r4_boro,r5_boro,r6_boro,r7_boro,r8_boro,r9_boro,r1inv_boro,r2inv_boro,r3inv_boro,r4inv_boro,r5inv_boro,r6inv_boro,r7inv_boro,r8inv_boro,r9inv_boro
996722,-0.40101677118394385,-0.5220133763204051,-0.4892775962526274,-0.14954669332129897,-0.06028023296864077,-0.05630788205432678,-0.13161709046517975,-0.05413209815441406,-0.05832587143012372,82.65296617343556,4.259417962852084,1.7387714312656712,977.1517796317403,144.31116502631352,33.7717703544763,1015.7969285112321,368.5396834836997,221.69820993358377,-0.4622386446319435,-0.4689268940504945,-0.36650536861299243,-0.1950228317911045,-0.12241364766939526,-0.09985148999767171,-0.17211863954146342,-0.1357225433076523,-0.12634622767961395,287.705997568306,3.974060636203202,2.6244527166860214,653.9386318778849,204.86646390329483,166.9933193016091,526.7562017494389,158.78198248510813,135.12791329822824,-0.41668060642468285,-0.47126195898258616,-0.37752639685059336,-0.1564096181182657,-0.05840567118373698,-0.06197471343969755,-0.1367633502651179,-0.044383599314441136,-0.0613049261377926,57.50560955989573,1.9206485349868831,1.3486846198378784,971.0931183211725,213.22318136292574,124.9504164338735,947.2665117575274,159.72496841436435,158.30161381370098,-0.34181383412746313,-0.26744708908470316,-0.2870552284759482,-0.30162550729150645,-0.15518025427543977,-0.15838263297227376,-0.33870297275441547,-0.16301878771381123,-0.17766730008475676,242.3372247181919,4.903829186581931,3.9628781201850023,707.1760624400684,26.35961099905651,20.845049682319353,585.9611814918193,21.814772445098072,17.964541663455606,-0.422659742244735,-0.4993848317152244,-0.39331765352004744,-0.15850855452233484,-0.05831872830952835,-0.062334613577801616,-0.1374231443013636,-0.04559546429003528,-0.06358513126062958,42.93702415712437,1.482003813766935,0.9945220491970111,946.4885865021979,174.97224428206798,103.2739979075789,944.6987442744843,159.76121464225488,157.23774704500485
917942,0.7483716903010351,67.42582084831443,46.16223270965398,41.781053609201635,884.0364898140102,625.4488732233983,37.34352943863431,934.6832714539804,888.1158848511881,-0.01920713539656238,-0.02508742107952301,-0.027988699733595957,-0.014905014606065121,-0.04639434922512451,-0.034105577298252435,-0.0047888488733610285,-0.03918807427078769,-0.04171860834487996,2.1279620213655046,65.7109527284872,31.03479489656646,98.74444378523772,612.5081413939716,419.3496527422166,143.504675896373,750.1115935769275,614.5180991713723,-0.04470563389098356,-0.0607754248302672,-0.05529264645667243,-0.07025293860945575,-0.07559186611551387,-0.06898496102777642,-0.055556851646334775,-0.055439495223004696,-0.05317293022219598,1.4272706959588268,60.01628206817903,31.799529189536774,92.83978765674114,900.2427593120859,606.7155973620091,110.53330248834243,971.1288204845577,890.7538525523291,-0.021537979799366513,-0.028981924974980765,-0.028354243070484047,-0.020143165972503815,-0.062202487360040484,-0.04113777873237324,-0.015998357686830233,-0.04038376719291101,-0.0465982640646274,0.4582645293219614,47.10745974217863,45.155889274503515,19.93371146163294,660.989171716077,501.95741487568404,21.4824918360111,762.9542828912016,746.83141412163,-0.0689283008697309,-0.04572567039901149,-0.036952522964745604,-0.0773293882922501,-0.07296978989763449,-0.05770419416837781,-0.0640703734336093,-0.06038790323221076,-0.04972969692124934,1.1124078709382619,61.332117928650746,31.48603601048057,75.3640028560161,901.9455418055107,591.0751987952669,79.38367284511833,968.4693160372012,878.644110318492,-0.0170689567668175,-0.022382729348907195,-0.02092298623120832,-0.019639834321077285,-0.05104402181347612,-0.034001384941556294,-0.01595629762199325,-0.04039296356376466,-0.04628516254179071
691986,-0.4010199496887465,-0.5220871665397155,-0.4893156962193031,-0.1495328584391299,-0.060276110713319536,-0.056306414264043224,-0.13161234190283244,-0.05413042437151815,-0.05832507103270984,440.9550642771346,439.3288533172092,249.86527076104502,8.324617526466247,23.638577513053292,7.616375964064161,8.664461928863338,60.434127384346645,50.13941665253909,-0.4622452803482333,-0.469003349005853,-0.3665333894847336,-0.19499119015783775,-0.12240549500087866,-0.09984926936753896,-0.17210418115633677,-0.13571723195602511,-0.12634466680418643,233.62102275053212,287.3903775859576,272.6658625670464,79.51680115529638,105.61283429136351,142.40271085564888,110.17176051478793,114.02202601425867,144.9045755042535,-0.41668544446306427,-0.47133852447427715,-0.3775545260833587,-0.15638738543603412,-0.05840159222065961,-0.06197342496195513,-0.13675446285453505,-0.04438201486917465,-0.06130422447168114,566.903474619648,655.7498905717897,472.3050127205782,19.773747364746566,51.15421146639151,27.38324051451007,50.37969041202842,75.25420622656176,92.80180650418717,-0.34182185449389685,-0.26762553630971225,-0.2872470364440661,-0.3016201815864705,-0.15519346219140928,-0.15839835417260534,-0.33870176447002165,-0.16303489503422083,-0.17768576596507057,304.93488380887425,126.36439235232451,63.92288456646007,11.691047313141144,9.821435721486274,2.4343289573410405,54.83497240907644,32.195083666209314,16.13706649668498,-0.42266453582230484,-0.4994659314634972,-0.393346948244125,-0.15848356960557056,-0.05831466373658774,-0.06233329338923631,-0.13741303452290016,-0.04559382968999616,-0.06358438670103649,623.7607337199519,734.299299513622,515.5044338514573,17.512300546984786,37.928850988862386,19.530222735037952,51.92859990515907,79.71748335635411,105.46382490301309
718883,-0.4010191393665649,-0.5220866691340604,-0.48931578741476706,-0.06292850865254931,-0.03578390593671776,-0.05259433069068355,-0.13161377090964624,-0.05413130238620076,-0.05832587662928394,209.47946128415387,260.7974921918665,376.4070273286727,-0.01356431526885699,-0.04162662288530294,-0.030197694939458647,12.351019379960134,107.66081051528332,226.73434342577127,-0.46224379520567005,-0.4690027216679994,-0.36653340850275684,0.015870583548724733,-0.048968885183447344,-0.09096698107660921,-0.17211033897112563,-0.13571979038103044,-0.126346164193009,231.14938024209863,296.0824485644154,315.60798206738764,-0.06456415252457777,-0.06871979600035091,-0.060784896040645034,150.60343480185628,161.4382841208959,208.71605413278886,-0.41668450159573234,-0.47133811983751583,-0.37755458231689154,-0.01749530799957129,-0.03333467782006769,-0.05853268603439464,-0.13675713037286233,-0.044382897489873015,-0.06130498029070368,269.31319910340966,389.27430222497816,711.4867206606572,-0.016967626002503438,-0.051893064522259086,-0.027129571673551338,71.81021680094699,134.05557536116137,419.54924196279234,-0.3418190439668687,-0.26762319006013735,-0.28724587112131267,-0.1068767186686298,-0.047103089672471184,-0.10776641858130438,-0.3386984593784398,-0.163033311257537,-0.177684998449912,289.386078001347,226.4257268616308,169.31008270821147,-0.07385354699216948,-0.06959661092669442,-0.05513911945628157,151.39478312114568,170.16746447492426,128.78081566942677,-0.4226634535948219,-0.49946547883176257,-0.3933470105626379,-0.0024977754120072337,-0.03332637737087293,-0.05882516588862343,-0.13741606683093596,-0.04559473943246445,-0.06358518371124076,296.32815461341744,435.90787228665795,776.5578306103765,-0.01682132034339734,-0.043398762748826425,-0.024007937354158983,74.01777411673648,142.00445941498933,476.7696964022245
649717,-0.4010198213839422,-0.5220838964933544,-0.48931447542664497,-0.14954383146674508,-0.060276110713319536,-0.056306414264043224,-0.13161610818758518,-0.05413042437151815,-0.05832507103270984,375.29466654633876,79.85744341419971,45.407148195083096,39.0229013726002,23.638577513053292,7.616375964064161,40.57648869596906,60.434127384346645,50.13941665253909,-0.46224529694347216,-0.4690006903380833,-0.3665326711580187,-0.19501809719325205,-0.1224050461549111,-0.09984933844115552,-0.17211660209929933,-0.13571715434774415,-0.12634469036622578,384.7908952893781,210.6575993067609,201.71396800557318,380.4484221354906,72.74964515803812,88.893599846423,343.56988148874893,58.67344130146946,72.86831605860881,-0.4166852951713243,-0.47133586430956986,-0.3775537733103478,-0.15640498347360376,-0.05840159222065961,-0.06197342496195513,-0.13676149335537416,-0.04438201486917465,-0.06130422447168114,482.4889808304003,119.20351102276373,85.85042030772726,92.6362727732269,51.15421146639151,27.38324051451007,235.88921815663713,75.25420622656176,92.80180650418717,-0.34182176518149604,-0.2676232563465796,-0.28724584727352265,-0.3016254770729311,-0.15519346219140928,-0.15839835417260534,-0.33870395751919613,-0.16303489503422083,-0.17768576596507057,259.5202804843193,22.937931045807794,11.592108461708586,55.01114946642094,9.821435721486274,2.4343289573410405,256.9216079996696,32.195083666209314,16.13706649668498,-0.4226643644645554,-0.4994629557700328,-0.39334611401422287,-0.15850333346768003,-0.05831466373658774,-0.06233329338923631,-0.1374210264620641,-0.04559382968999616,-0.06358438670103649,530.8811684605096,133.4906439803173,93.71095762236078,82.04842711156657,37.928850988862386,19.530222735037952,243.13959500124798,79.71748335635411,105.46382490301309
1053859,-0.4010198381086344,-0.5220061420576595,-0.48928544769010773,-0.14954391140968076,-0.06018093566577152,-0.05626979983738201,-0.13161613562648997,-0.054091779902825717,-0.058305104902167414,382.7233572341237,3.8802762840821443,2.193283277437804,40.09866722741438,1.1203529075500869,0.3427654125310871,41.69478797699847,2.9397928596451592,2.430258442532632,-0.46224495735325066,-0.46892238476919923,-0.3665127054920349,-0.1950149155270603,-0.12212839061074918,-0.09977792534004727,-0.1721146237634018,-0.13553818015876562,-0.12629214563195215,361.8232543780934,1.689367678887117,1.54027969908798,156.45533697888922,1.404564060039728,1.440883298864547,134.1977519511766,1.0750919031741004,1.1561007185508467,-0.4166850684732078,-0.47125446844782315,-0.377532186818364,-0.15640620626994647,-0.05828685958709436,-0.06193302662149153,-0.1367621121179254,-0.044331027853174616,-0.0612810720025082,266.31458374877406,1.74812011514366,1.7029436676231544,39.84492058821338,1.6616426618092057,1.3522792545384725,38.87079655210008,1.2508944940279152,1.7186819772493256,-0.34182177682347953,-0.26756904388986896,-0.287217571440601,-0.3016255156526876,-0.1551222884819046,-0.15836896243738485,-0.33870397349644465,-0.16300334578494868,-0.17766897322211753,264.65840106332905,1.077918483245254,0.5315789936425916,56.529224123530135,0.4144392961234704,0.06505605241469321,264.0033687708019,1.528551517256295,0.7476494079914363,-0.4226642683211839,-0.49937689417778736,-0.3933236856718559,-0.15850509688877085,-0.05820009357621925,-0.06229268467551328,-0.1374219001809178,-0.04554145739961004,-0.06356038988308094,198.84591787355302,1.348878064035433,1.2557531991394981,38.83537207227696,1.363554112048993,1.117685629944071,38.76542898533022,1.2511783582687284,1.7071315666280946
777200,-0.4010193113672923,-0.5220860765242619,-0.489315289288417,-0.14953637276145632,-0.060276110713319536,-0.056306414264043224,-0.1316135481276829,-0.05413042437151815,-0.05832507103270984,235.74883419208655,175.71648605500226,99.92931421267296,11.131970661080773,23.638577513053292,7.616375964064161,11.58281165895157,60.434127384346645,50.13941665253909,-0.46224413414115967,-0.46900296899168414,-0.3665332734660721,-0.19499256688459082,-0.1224078574775152,-0.09985023817670537,-0.17210390950956556,-0.13571853924589497,-0.1263451493504896,104.21708095704862,105.33165208667245,97.23992594089123,83.22631618277515,38.65659943206259,44.00988852685079,72.94183263182806,28.893620845320104,34.22150656770051,-0.41668470173077815,-0.47133763775270804,-0.37755427515902173,-0.15639302154472723,-0.05840159222065961,-0.06197342496195513,-0.1367567145071264,-0.04438201486917465,-0.06130422447168114,303.08569961849656,262.2825455691707,188.90497828448753,26.437013628316162,51.15421146639151,27.38324051451007,67.34450697392474,75.25420622656176,92.80180650418717,-0.3418214101611854,-0.2676247763220014,-0.2872466400538849,-0.30162187756746595,-0.15519346219140928,-0.15839835417260534,-0.3387024668360365,-0.16303489503422083,-0.17768576596507057,163.00215325721535,50.518320727545586,25.546982089642313,15.652663707770557,9.821435721486274,2.4343289573410405,73.31576282500072,32.195083666209314,16.13706649668498,-0.42266368331075277,-0.4994649395656757,-0.393346670167491,-0.1584898993610677,-0.05831466373658774,-0.06233329338923631,-0.13741559409453527,-0.04559382968999616,-0.06358438670103649,333.48735589225186,293.7062854558652,206.18921795011988,23.414118971592753,37.928850988862386,19.530222735037952,69.41481474199826,79.71748335635411,105.46382490301309
956520,-0.11362803614174012,-0.5220506361098572,-0.4892903875915209,-0.05155383955756937,-0.0602765111121238,-0.05630510570247787,-0.08657312281893921,-0.05412996285543613,-0.05832376446030848,-0.018363196416874804,8.544236543247711,2.6222476325034862,-0.013720260933680636,25.731611594453533,4.493444318274628,-0.0038681730094549203,49.10643060775085,22.13307249066593,0.17553832580687728,-0.4689619772963697,-0.3665117963711265,0.026467598661072848,-0.12240398063031183,-0.09984622057242587,-0.062045846938346395,-0.13571407316240786,-0.12634087755455517,-0.049407293987531624,24.911293831290955,6.349271042486685,-0.06769477988700755,58.20977622148968,27.27870646353699,-0.05298274129226645,55.62930598719404,27.021113406766922,0.0014393706475487047,-0.4713005386911161,-0.3775358297015995,-0.036227240207325456,-0.058401217893441305,-0.06197167429743938,-0.07835446646472292,-0.0443808150719929,-0.06130250589965175,-0.022610467179513153,3.8704552177787055,2.0372902973957956,-0.01897619715072299,38.02428129852537,16.69871812313168,-0.015146718404859077,21.262429920524916,15.788792853489486,-0.113261739213657,-0.2676109336677707,-0.2872361440671336,0.05850221841711106,-0.155182038594883,-0.15838947447112478,-0.016789702588915045,-0.1630238230866037,-0.1776772627507872,0.002002584586241107,648.4552793497975,753.597262012204,-0.031214572059989575,586.3522908106261,657.3334703374755,-0.015738497419776048,625.5362195170185,736.753067349291,0.0014600248187370502,-0.49942571369367533,-0.39332748093040787,-0.03671339108604931,-0.05831428164841525,-0.062331556786607976,-0.07873247570174316,-0.04559260402567898,-0.0635826210029788,-0.01688228649205814,2.9865065311396735,1.502300902355371,-0.01849539830889281,31.20295735899041,13.801821792408484,-0.015105660001010853,21.267254982555333,15.682684194013524
658933,0.18182018872095276,-0.5220339451412198,-0.48927892793734934,0.004449144427584035,-0.06027595817211457,-0.05630471449322085,-0.04026653668957914,-0.054128859078237355,-0.05832271566688423,-0.018933628068661303,5.892976146525547,1.8022918624959023,-0.014152123995006316,22.92791430324912,4.001013701036628,-0.004335435012981376,33.90129168136966,15.272424718471266,0.2150664491902034,-0.4689546325275378,-0.3665053857936757,0.08714876135745825,-0.12240202006193317,-0.09984416558327025,0.0013555505899451958,-0.1357122563723962,-0.126338438419193,-0.0484562870464616,13.856416400407312,7.160974235845487,-0.06607863288502838,37.0059396007819,20.782626572315916,-0.04860575590945829,39.27526663656907,25.83293203400714,0.26149039564367405,-0.4712952291596792,-0.37753185378914894,0.09056187656626762,-0.05840143610007502,-0.06197184944041288,0.033760196116012435,-0.04438044136445315,-0.06130201464314752,-0.022680168621256696,8.804280278792502,3.431112286377466,-0.018362792861310612,49.61747240795245,14.423394439069279,-0.013364119501615888,42.21849499456932,28.288627078358896,0.1217054107215253,-0.2676041647884657,-0.2872311459581817,0.2643160185363944,-0.15518019446275874,-0.1583882049786774,0.3141483788447047,-0.16301813059256753,-0.17767306356447635,-0.0340516855303087,447.8158707059872,520.4307414872662,-0.047986354230371016,522.5708288170068,585.833531595189,-0.040241995040858444,431.9831916220793,508.794010944349,0.3557488290366852,-0.4994175007838725,-0.39332182260132875,0.11885821597298339,-0.05831450810571061,-0.06233168701032569,0.05641992449956939,-0.04559220783354993,-0.06358205643963992,-0.01668206843551503,9.868873480352981,3.754913312804864,-0.01805705386311707,36.78927124803529,10.284823317187596,-0.013239525162936566,44.723492827376404,32.15300525948185
7034,-0.4010183675110065,-0.5220860570927484,-0.4893156765890481,-0.14954485429481748,-0.060280488274511844,-0.05630822096701519,-0.13161377090964624,-0.05413130238620076,-0.05832585902020995,139.64647802058596,173.85663075464356,233.00321114521324,59.41443290000428,210.86245255706368,160.48651155035623,12.351019379960134,107.66081051528332,210.5360532763023,-0.4622437114374548,-0.4690013259569592,-0.36653130688704705,-0.1950223408147911,-0.12241527750856353,-0.0998519794211528,-0.1721175374469192,-0.1357229225912906,-0.12634576652889515,3.098860893418056,3.7895405194799348,3.3542965379065337,4.382410136176424,4.684476604017697,4.1124067699346964,3.4313612630447614,3.417229314430553,3.169973863065698,-0.41668490438018346,-0.47133743973383285,-0.37755421458958616,-0.15640914713938028,-0.05840639056692523,-0.06197509131885345,-0.13676242588576407,-0.04438367590362539,-0.06130497615154863,79.99430982156386,102.16056662091508,63.09477766860138,45.39190809645402,132.38224429998218,53.32899537659486,46.404120513605655,120.77082806885647,86.79162295236904,-0.34181738344897444,-0.26762176360611295,-0.28724499137800547,-0.3016225130779335,-0.1551947063468605,-0.15839864437907203,-0.3386984593784398,-0.163033311257537,-0.17768487248026069,192.90101102964698,150.93524223365154,104.79692628797744,153.85166547217793,149.1439028645384,105.30527924546277,151.39478312114568,170.16746447492426,119.57863385619808,-0.4226640643698575,-0.49946477351120666,-0.3933466235784934,-0.1585080536163713,-0.05831943757868134,-0.062334990052627694,-0.13742218367320486,-0.04559553103262623,-0.06358517484101511,59.34242645405496,78.49095837091672,46.40232955098231,44.081936209754474,109.30476259657443,44.18125298608442,45.805818238326495,119.85021897046354,85.76576987385955
